58900000,0,0,0,Fjölbýli,2019,96.6,3,2,1,1,Sérinngangur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Ásbraut 1a,200,Kópavogi,/fasteignir/fasteign/895712/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=65,895712,ede71b3e-a472-4700-b4fb-4c224f91aa0e
37900000,0,0,0,Fjölbýli,2019,55.3,1,Óuppgefið,1,1,Sameiginlegur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Efstaleiti 17,103,Reykjavík,/fasteignir/fasteign/895711/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=66,895711,5435b941-41e8-4582-8973-917a9e20feaf
59900000,149900000,0,0,Fjölbýli,2019,197.1,4,2,1,1,Sérinngangur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Ásbraut 1,200,Kópavogi,/fasteignir/fasteign/895710/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=67,895710,965fd8aa-a475-4d46-9b12-bada9e52f843
62900000,0,0,0,Fjölbýli,2019,98.9,3,2,1,1,Sérinngangur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Ásbraut 1,200,Kópavogi,/fasteignir/fasteign/895709/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=68,895709,806504bb-f9c2-4200-be32-c4af1c04cd3f
89900000,0,0,0,Fjölbýli,2019,147,3,2,1,1,Sérinngangur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Ásbraut 1a,200,Kópavogi,/fasteignir/fasteign/895708/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=69,895708,ae6332c9-a313-4add-8495-c1f43c78beb8
99900000,0,0,0,Fjölbýli,2019,164.8,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Ásbraut 1,200,Kópavogi,/fasteignir/fasteign/895706/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=70,895706,9338502c-e792-4421-8c58-01d3a914741d
62900000,0,0,0,Fjölbýli,2019,98.2,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Ásbraut 1,200,Kópavogi,/fasteignir/fasteign/895705/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=71,895705,891e47a8-fa10-46af-bdc9-8b18a00b1281
145000000,161600000,136150000,0,Einbýli,2007,440.3,7,6,1,3,Margir inngangar,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Vatnsendablettur 719,203,Kópavogi,/fasteignir/fasteign/895703/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=72,895703,f4424a76-2987-4a31-b5d2-80a2bc2a5db9
52900000,8350000,7650000,0,Fjölbýli,2018,88.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Smyrilhlíð 3 203,102,Reykjavík,/fasteignir/fasteign/895701/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=73,895701,30475bd9-e6d6-41d5-8962-cc6c13991f6a
57900000,8350000,7650000,0,Fjölbýli,2018,95.4,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Smyrilhlíð 3 105,102,Reykjavík,/fasteignir/fasteign/895700/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=74,895700,ff9c853a-4ea6-4dad-a247-f4a9ec7d1e3d
